"","KOPT-K1.DMSO.1","KOPT-K1.DMSO.2","KOPT-K1.DMSO.3","HPB-ALL.DMSO.1","HPB-ALL.DMSO.2","HPB-ALL.DMSO.3","WT.COLD.1","WT.COLD.2","WT.COLD.3","HPB-ALL.SAHM1.1","HPB-ALL.SAHM1.2","HPB-ALL.SAHM1.3"
"228643_at",5.45683884736581,5.34988164360425,5.47590799671834,6.474002505515,5.53867503850644,5.65425733131494,4.10601632909902,4.44977892486006,4.38858360079443,6.68344508824182,6.8473804494787,6.9147615973309
"237365_at",4.34534503943086,4.49816745377289,3.96019777562599,3.39193486463933,3.13653365119513,3.53531554125695,4.37003982969015,4.2201683795656,4.7055827933058,3.32658734455742,3.51504851623512,3.40251888273058
"1557215_at",3.41039423896711,3.71760850111965,3.62674913761826,4.94013458181203,4.66801775266977,4.82848809317397,3.97204959364075,4.00613534473017,3.57624623218188,5.25709833090608,5.49582141678944,5.95769043220556
"242358_at",3.30081049422526,3.57976426385298,3.5572079466061,4.73469852017009,4.2980233115601,4.83160920135529,3.0818644289268,3.51921855105639,3.37876449808562,4.81618188575729,4.53947782996521,4.9399661492095
"236958_at",4.93729143294998,4.74838703375553,5.21546334842255,5.92463074550821,5.77414188449819,5.86152005111671,5.16146916775093,4.7056365608322,4.71447661874993,6.00773696709531,6.15096042125158,6.06632061712871
"227492_at",5.38803758332594,5.01039095349035,5.10476590297111,7.34727586962835,7.28221551137695,7.29424281559082,5.00899100606452,4.72060821146784,5.19736232598429,7.40130653953395,7.58559926518114,7.58024982021922
"227437_at",5.2077749356406,4.99854712081673,5.02479492892484,5.61544194130374,5.66952171634523,5.60598613972855,4.78769924602303,4.67299896093665,4.63597956296385,5.62480728607326,5.38015682120424,5.62566866406345
"232822_x_at",4.26471857954505,4.50329333732837,4.18768672124151,3.58914772481991,3.65433901075682,3.53387784698353,4.0797956646724,5.39145827557341,4.91321301410544,3.36835360782501,3.26952692739824,3.22213160241756
"239237_at",9.38456493402925,9.24668704260326,9.23789347749836,5.94283567586773,5.89594854654894,5.9738385025864,9.01225949201406,8.92184149151801,9.1684546154953,5.99581576805625,5.91677919493522,6.07863241615858
"226546_at",11.5035952026377,11.415453139633,11.505726050994,10.3889173518941,10.1934783553482,10.3909241407944,11.7100655057781,11.6046748342002,11.6537942075477,10.7178500322761,10.7330171340662,10.7364935341396
"239302_s_at",4.89812027340627,5.13241315766109,4.84084407206761,5.60874315941344,5.55948648670721,5.67451681669191,4.53650343178198,5.09484076711855,4.6833438518082,5.64386478672792,5.56687503029574,5.65565418387993
